early_access,genres_encoded,metascore,año,price
False,2,79,2017,16.99
False,2,79,2017,16.99
False,2,79,2017,16.99
False,2,79,2017,16.99
False,1,75,2017,29.99
False,1,75,2017,29.99
False,1,75,2017,29.99
False,1,75,2017,29.99
False,1,75,2017,29.99
False,2,75,2017,29.99
False,2,75,2017,29.99
False,2,75,2017,29.99
False,2,75,2017,29.99
False,2,75,2017,29.99
False,5,75,2017,29.99
False,5,75,2017,29.99
False,5,75,2017,29.99
False,5,75,2017,29.99
False,5,75,2017,29.99
False,1,84,2017,19.99
False,1,84,2017,19.99
False,1,84,2017,19.99
False,1,84,2017,19.99
False,1,84,2017,19.99
False,1,84,2017,19.99
False,1,84,2017,19.99
False,1,84,2017,19.99
False,1,84,2017,19.99
False,2,84,2017,19.99
False,2,84,2017,19.99
False,2,84,2017,19.99
False,2,84,2017,19.99
False,2,84,2017,19.99
False,2,84,2017,19.99
False,2,84,2017,19.99
False,2,84,2017,19.99
False,2,84,2017,19.99
False,3,84,2017,19.99
False,3,84,2017,19.99
False,3,84,2017,19.99
False,3,84,2017,19.99
False,3,84,2017,19.99
False,3,84,2017,19.99
False,3,84,2017,19.99
False,3,84,2017,19.99
False,3,84,2017,19.99
False,7,89,2017,59.99
False,7,89,2017,59.99
False,7,89,2017,59.99
False,7,89,2017,59.99
False,7,89,2017,59.99
False,7,89,2017,59.99
False,7,89,2017,59.99
False,8,89,2017,59.99
False,8,89,2017,59.99
False,8,89,2017,59.99
False,8,89,2017,59.99
False,8,89,2017,59.99
False,8,89,2017,59.99
False,8,89,2017,59.99
False,9,89,2017,59.99
False,9,89,2017,59.99
False,9,89,2017,59.99
False,9,89,2017,59.99
False,9,89,2017,59.99
False,9,89,2017,59.99
False,9,89,2017,59.99
False,5,74,2017,19.99
False,5,74,2017,19.99
False,5,74,2017,19.99
False,5,74,2017,19.99
False,5,74,2017,19.99
False,5,74,2017,19.99
False,5,74,2017,19.99
False,5,74,2017,19.99
False,5,74,2017,19.99
False,5,74,2017,19.99
False,5,74,2017,19.99
False,5,74,2017,19.99
False,5,74,2017,19.99
False,8,74,2017,19.99
False,8,74,2017,19.99
False,8,74,2017,19.99
False,8,74,2017,19.99
False,8,74,2017,19.99
False,8,74,2017,19.99
False,8,74,2017,19.99
False,8,74,2017,19.99
False,8,74,2017,19.99
False,8,74,2017,19.99
False,8,74,2017,19.99
False,8,74,2017,19.99
False,8,74,2017,19.99
False,10,74,2017,19.99
False,10,74,2017,19.99
False,10,74,2017,19.99
False,10,74,2017,19.99
False,10,74,2017,19.99
False,10,74,2017,19.99
False,10,74,2017,19.99
False,10,74,2017,19.99
False,10,74,2017,19.99
False,10,74,2017,19.99
False,10,74,2017,19.99
False,10,74,2017,19.99
False,10,74,2017,19.99
False,2,83,2017,5.99
False,2,83,2017,5.99
False,2,83,2017,5.99
False,3,83,2017,5.99
False,3,83,2017,5.99
False,3,83,2017,5.99
False,5,83,2017,5.99
False,5,83,2017,5.99
False,5,83,2017,5.99
False,6,64,2017,19.99
False,6,64,2017,19.99
False,6,64,2017,19.99
False,6,64,2017,19.99
False,6,64,2017,19.99
False,5,73,2017,14.99
False,5,73,2017,14.99
False,5,73,2017,14.99
False,5,73,2017,14.99
False,6,73,2017,14.99
False,6,73,2017,14.99
False,6,73,2017,14.99
False,6,73,2017,14.99
False,8,73,2017,14.99
False,8,73,2017,14.99
False,8,73,2017,14.99
False,8,73,2017,14.99
False,10,73,2017,14.99
False,10,73,2017,14.99
False,10,73,2017,14.99
False,10,73,2017,14.99
False,1,76,2017,29.99
False,1,76,2017,29.99
False,1,76,2017,29.99
False,1,76,2017,29.99
False,1,76,2017,29.99
False,1,76,2017,29.99
False,1,83,2017,29.99
False,1,83,2017,29.99
False,1,83,2017,29.99
False,1,83,2017,29.99
False,1,83,2017,29.99
False,2,83,2017,29.99
False,2,83,2017,29.99
False,2,83,2017,29.99
False,2,83,2017,29.99
False,2,83,2017,29.99
False,5,83,2017,29.99
False,5,83,2017,29.99
False,5,83,2017,29.99
False,5,83,2017,29.99
False,5,83,2017,29.99
False,2,76,2017,19.99
False,2,76,2017,19.99
False,2,76,2017,19.99
False,2,76,2017,19.99
False,2,76,2017,19.99
False,5,76,2017,19.99
False,5,76,2017,19.99
False,5,76,2017,19.99
False,5,76,2017,19.99
False,5,76,2017,19.99
False,1,74,2017,19.99
False,1,74,2017,19.99
False,1,74,2017,19.99
False,1,74,2017,19.99
False,1,74,2017,19.99
False,2,74,2017,19.99
False,2,74,2017,19.99
False,2,74,2017,19.99
False,2,74,2017,19.99
False,2,74,2017,19.99
False,5,74,2017,19.99
False,5,74,2017,19.99
False,5,74,2017,19.99
False,5,74,2017,19.99
False,5,74,2017,19.99
False,1,65,2017,14.99
False,1,65,2017,14.99
False,2,65,2017,14.99
False,2,65,2017,14.99
False,5,65,2017,14.99
False,5,65,2017,14.99
False,6,65,2017,14.99
False,6,65,2017,14.99
False,5,65,2017,29.99
False,5,65,2017,29.99
False,5,65,2017,29.99
False,5,65,2017,29.99
False,8,65,2017,29.99
False,8,65,2017,29.99
False,8,65,2017,29.99
False,8,65,2017,29.99
False,10,65,2017,29.99
False,10,65,2017,29.99
False,10,65,2017,29.99
False,10,65,2017,29.99
False,2,71,2017,24.99
False,2,71,2017,24.99
False,2,71,2017,24.99
False,2,71,2017,24.99
False,2,71,2017,24.99
False,5,71,2017,24.99
False,5,71,2017,24.99
False,5,71,2017,24.99
False,5,71,2017,24.99
False,5,71,2017,24.99
False,1,58,2017,3.99
False,1,58,2017,3.99
False,1,58,2017,3.99
False,3,58,2017,3.99
False,3,58,2017,3.99
False,3,58,2017,3.99
False,5,58,2017,3.99
False,5,58,2017,3.99
False,5,58,2017,3.99
False,9,58,2017,3.99
False,9,58,2017,3.99
False,9,58,2017,3.99
False,2,71,2017,16.99
False,2,71,2017,16.99
False,2,71,2017,16.99
False,2,71,2017,16.99
False,5,71,2017,16.99
False,5,71,2017,16.99
False,5,71,2017,16.99
False,5,71,2017,16.99
False,1,76,2017,0.0
False,1,76,2017,0.0
False,1,76,2017,0.0
False,1,76,2017,0.0
False,1,76,2017,0.0
False,1,76,2017,0.0
False,10,76,2017,0.0
False,10,76,2017,0.0
False,10,76,2017,0.0
False,10,76,2017,0.0
False,10,76,2017,0.0
False,10,76,2017,0.0
False,2,80,2017,9.99
False,2,80,2017,9.99
False,6,80,2017,9.99
False,6,80,2017,9.99
False,8,80,2017,9.99
False,8,80,2017,9.99
False,5,73,2017,17.99
False,5,73,2017,17.99
False,5,73,2017,17.99
False,5,73,2017,17.99
False,5,73,2017,17.99
False,6,73,2017,17.99
False,6,73,2017,17.99
False,6,73,2017,17.99
False,6,73,2017,17.99
False,6,73,2017,17.99
False,10,73,2017,17.99
False,10,73,2017,17.99
False,10,73,2017,17.99
False,10,73,2017,17.99
False,10,73,2017,17.99
False,1,84,2017,14.99
False,1,84,2017,14.99
False,1,84,2017,14.99
False,1,84,2017,14.99
False,1,84,2017,14.99
False,2,84,2017,14.99
False,2,84,2017,14.99
False,2,84,2017,14.99
False,2,84,2017,14.99
False,2,84,2017,14.99
False,5,84,2017,14.99
False,5,84,2017,14.99
False,5,84,2017,14.99
False,5,84,2017,14.99
False,5,84,2017,14.99
False,1,72,2017,14.99
False,1,72,2017,14.99
False,1,72,2017,14.99
False,1,72,2017,14.99
False,1,72,2017,14.99
False,2,72,2017,14.99
False,2,72,2017,14.99
False,2,72,2017,14.99
False,2,72,2017,14.99
False,2,72,2017,14.99
False,5,72,2017,14.99
False,5,72,2017,14.99
False,5,72,2017,14.99
False,5,72,2017,14.99
False,5,72,2017,14.99
False,2,69,2017,5.99
False,2,69,2017,5.99
False,2,69,2017,5.99
False,5,69,2017,5.99
False,5,69,2017,5.99
False,5,69,2017,5.99
False,6,69,2017,5.99
False,6,69,2017,5.99
False,6,69,2017,5.99
False,2,52,2017,9.99
False,2,52,2017,9.99
False,2,52,2017,9.99
False,2,52,2017,9.99
False,2,52,2017,9.99
False,5,52,2017,9.99
False,5,52,2017,9.99
False,5,52,2017,9.99
False,5,52,2017,9.99
False,5,52,2017,9.99
False,1,80,2017,14.99
False,1,80,2017,14.99
False,1,80,2017,14.99
False,1,80,2017,14.99
False,1,80,2017,14.99
False,1,80,2017,14.99
False,1,80,2017,14.99
False,2,80,2017,14.99
False,2,80,2017,14.99
False,2,80,2017,14.99
False,2,80,2017,14.99
False,2,80,2017,14.99
False,2,80,2017,14.99
False,2,80,2017,14.99
False,5,80,2017,14.99
False,5,80,2017,14.99
False,5,80,2017,14.99
False,5,80,2017,14.99
False,5,80,2017,14.99
False,5,80,2017,14.99
False,5,80,2017,14.99
False,10,80,2017,14.99
False,10,80,2017,14.99
False,10,80,2017,14.99
False,10,80,2017,14.99
False,10,80,2017,14.99
False,10,80,2017,14.99
False,10,80,2017,14.99
False,6,87,2017,39.99
False,6,87,2017,39.99
False,6,87,2017,39.99
False,6,87,2017,39.99
False,6,87,2017,39.99
False,6,87,2017,39.99
False,6,87,2017,39.99
False,6,87,2017,39.99
False,6,87,2017,39.99
False,7,78,2017,59.99
False,7,78,2017,59.99
False,7,78,2017,59.99
False,7,78,2017,59.99
False,7,78,2017,59.99
False,7,78,2017,59.99
False,7,78,2017,59.99
False,7,78,2017,59.99
False,8,78,2017,59.99
False,8,78,2017,59.99
False,8,78,2017,59.99
False,8,78,2017,59.99
False,8,78,2017,59.99
False,8,78,2017,59.99
False,8,78,2017,59.99
False,8,78,2017,59.99
False,9,78,2017,59.99
False,9,78,2017,59.99
False,9,78,2017,59.99
False,9,78,2017,59.99
False,9,78,2017,59.99
False,9,78,2017,59.99
False,9,78,2017,59.99
False,9,78,2017,59.99
False,2,73,2017,19.99
False,2,73,2017,19.99
False,2,73,2017,19.99
False,2,73,2017,19.99
False,2,73,2017,19.99
False,5,73,2017,19.99
False,5,73,2017,19.99
False,5,73,2017,19.99
False,5,73,2017,19.99
False,5,73,2017,19.99
False,2,78,2017,4.99
False,2,78,2017,4.99
False,2,70,2017,9.99
False,2,70,2017,9.99
False,2,70,2017,9.99
False,2,70,2017,9.99
False,5,70,2017,9.99
False,5,70,2017,9.99
False,5,70,2017,9.99
False,5,70,2017,9.99
False,6,70,2017,9.99
False,6,70,2017,9.99
False,6,70,2017,9.99
False,6,70,2017,9.99
False,1,70,2017,19.99
False,1,70,2017,19.99
False,1,70,2017,19.99
False,1,70,2017,19.99
False,1,70,2017,19.99
False,1,70,2017,19.99
False,2,70,2017,19.99
False,2,70,2017,19.99
False,2,70,2017,19.99
False,2,70,2017,19.99
False,2,70,2017,19.99
False,2,70,2017,19.99
False,5,70,2017,19.99
False,5,70,2017,19.99
False,5,70,2017,19.99
False,5,70,2017,19.99
False,5,70,2017,19.99
False,5,70,2017,19.99
False,1,69,2017,19.99
False,1,69,2017,19.99
False,1,69,2017,19.99
False,1,69,2017,19.99
False,1,69,2017,19.99
False,1,69,2017,19.99
False,1,69,2017,19.99
False,1,69,2017,19.99
False,1,69,2017,19.99
False,1,69,2017,19.99
False,1,69,2017,19.99
False,1,69,2017,19.99
False,1,69,2017,19.99
False,2,69,2017,19.99
False,2,69,2017,19.99
False,2,69,2017,19.99
False,2,69,2017,19.99
False,2,69,2017,19.99
False,2,69,2017,19.99
False,2,69,2017,19.99
False,2,69,2017,19.99
False,2,69,2017,19.99
False,2,69,2017,19.99
False,2,69,2017,19.99
False,2,69,2017,19.99
False,2,69,2017,19.99
False,5,69,2017,19.99
False,5,69,2017,19.99
False,5,69,2017,19.99
False,5,69,2017,19.99
False,5,69,2017,19.99
False,5,69,2017,19.99
False,5,69,2017,19.99
False,5,69,2017,19.99
False,5,69,2017,19.99
False,5,69,2017,19.99
False,5,69,2017,19.99
False,5,69,2017,19.99
False,5,69,2017,19.99
False,7,69,2017,19.99
False,7,69,2017,19.99
False,7,69,2017,19.99
False,7,69,2017,19.99
False,7,69,2017,19.99
False,7,69,2017,19.99
False,7,69,2017,19.99
False,7,69,2017,19.99
False,7,69,2017,19.99
False,7,69,2017,19.99
False,7,69,2017,19.99
False,7,69,2017,19.99
False,7,69,2017,19.99
False,2,81,2017,4.99
False,2,81,2017,4.99
False,2,81,2017,4.99
False,2,81,2017,4.99
False,2,81,2017,4.99
False,3,81,2017,4.99
False,3,81,2017,4.99
False,3,81,2017,4.99
False,3,81,2017,4.99
False,3,81,2017,4.99
False,5,81,2017,4.99
False,5,81,2017,4.99
False,5,81,2017,4.99
False,5,81,2017,4.99
False,5,81,2017,4.99
False,6,81,2017,4.99
False,6,81,2017,4.99
False,6,81,2017,4.99
False,6,81,2017,4.99
False,6,81,2017,4.99
False,8,81,2017,4.99
False,8,81,2017,4.99
False,8,81,2017,4.99
False,8,81,2017,4.99
False,8,81,2017,4.99
False,2,78,2017,29.99
False,2,78,2017,29.99
False,2,78,2017,29.99
False,2,78,2017,29.99
False,1,61,2017,39.99
False,1,61,2017,39.99
False,1,61,2017,39.99
False,1,61,2017,39.99
False,1,61,2017,39.99
False,1,78,2017,19.99
False,1,78,2017,19.99
False,1,78,2017,19.99
False,1,78,2017,19.99
False,1,78,2017,19.99
False,1,83,2017,39.99
False,1,83,2017,39.99
False,1,83,2017,39.99
False,1,83,2017,39.99
False,1,83,2017,39.99
False,1,83,2017,39.99
False,8,83,2017,39.99
False,8,83,2017,39.99
False,8,83,2017,39.99
False,8,83,2017,39.99
False,8,83,2017,39.99
False,8,83,2017,39.99
False,10,83,2017,39.99
False,10,83,2017,39.99
False,10,83,2017,39.99
False,10,83,2017,39.99
False,10,83,2017,39.99
False,10,83,2017,39.99
False,2,62,2017,19.99
False,2,62,2017,19.99
False,2,62,2017,19.99
False,2,62,2017,19.99
False,5,62,2017,19.99
False,5,62,2017,19.99
False,5,62,2017,19.99
False,5,62,2017,19.99
False,8,62,2017,19.99
False,8,62,2017,19.99
False,8,62,2017,19.99
False,8,62,2017,19.99
False,2,69,2017,9.99
False,2,69,2017,9.99
False,2,69,2017,9.99
False,5,69,2017,9.99
False,5,69,2017,9.99
False,5,69,2017,9.99
False,2,77,2017,7.99
False,2,77,2017,7.99
False,3,77,2017,7.99
False,3,77,2017,7.99
False,5,77,2017,7.99
False,5,77,2017,7.99
False,5,73,2017,24.99
False,5,73,2017,24.99
False,5,73,2017,24.99
False,5,73,2017,24.99
False,6,73,2017,24.99
False,6,73,2017,24.99
False,6,73,2017,24.99
False,6,73,2017,24.99
False,10,73,2017,24.99
False,10,73,2017,24.99
False,10,73,2017,24.99
False,10,73,2017,24.99
False,1,72,2017,39.99
False,1,72,2017,39.99
False,1,72,2017,39.99
False,1,72,2017,39.99
False,1,72,2017,39.99
False,6,72,2017,39.99
False,6,72,2017,39.99
False,6,72,2017,39.99
False,6,72,2017,39.99
False,6,72,2017,39.99
False,1,69,2017,5.99
False,1,69,2017,5.99
False,1,69,2017,5.99
False,3,69,2017,5.99
False,3,69,2017,5.99
False,3,69,2017,5.99
False,5,69,2017,5.99
False,5,69,2017,5.99
False,5,69,2017,5.99
False,2,71,2017,7.99
False,2,71,2017,7.99
False,2,71,2017,7.99
False,2,71,2017,7.99
False,2,71,2017,7.99
False,5,71,2017,7.99
False,5,71,2017,7.99
False,5,71,2017,7.99
False,5,71,2017,7.99
False,5,71,2017,7.99
False,5,77,2017,14.99
False,5,77,2017,14.99
False,8,77,2017,14.99
False,8,77,2017,14.99
False,10,77,2017,14.99
False,10,77,2017,14.99
False,9,67,2017,19.99
False,9,67,2017,19.99
False,9,67,2017,19.99
False,9,67,2017,19.99
False,9,67,2017,19.99
False,9,67,2017,19.99
False,9,67,2017,19.99
False,9,67,2017,19.99
False,6,83,2017,29.99
False,6,83,2017,29.99
False,6,83,2017,29.99
False,6,83,2017,29.99
False,6,83,2017,29.99
False,5,74,2017,29.99
False,5,74,2017,29.99
False,5,74,2017,29.99
False,5,74,2017,29.99
False,6,74,2017,29.99
False,6,74,2017,29.99
False,6,74,2017,29.99
False,6,74,2017,29.99
False,10,74,2017,29.99
False,10,74,2017,29.99
False,10,74,2017,29.99
False,10,74,2017,29.99
False,1,70,2017,19.95
False,1,70,2017,19.95
False,1,70,2017,19.95
False,1,70,2017,19.95
False,1,70,2017,19.95
False,1,70,2017,19.95
False,5,70,2017,19.95
False,5,70,2017,19.95
False,5,70,2017,19.95
False,5,70,2017,19.95
False,5,70,2017,19.95
False,5,70,2017,19.95
False,2,89,2017,19.99
False,2,89,2017,19.99
False,2,89,2017,19.99
False,2,89,2017,19.99
False,2,89,2017,19.99
False,5,89,2017,19.99
False,5,89,2017,19.99
False,5,89,2017,19.99
False,5,89,2017,19.99
False,5,89,2017,19.99
False,3,78,2017,14.99
False,3,78,2017,14.99
False,3,78,2017,14.99
False,3,78,2017,14.99
False,3,78,2017,14.99
False,3,78,2017,14.99
False,3,78,2017,14.99
False,5,78,2017,14.99
False,5,78,2017,14.99
False,5,78,2017,14.99
False,5,78,2017,14.99
False,5,78,2017,14.99
False,5,78,2017,14.99
False,5,78,2017,14.99
False,6,78,2017,14.99
False,6,78,2017,14.99
False,6,78,2017,14.99
False,6,78,2017,14.99
False,6,78,2017,14.99
False,6,78,2017,14.99
False,6,78,2017,14.99
False,8,78,2017,14.99
False,8,78,2017,14.99
False,8,78,2017,14.99
False,8,78,2017,14.99
False,8,78,2017,14.99
False,8,78,2017,14.99
False,8,78,2017,14.99
False,1,87,2017,0.0
False,1,87,2017,0.0
False,1,87,2017,0.0
False,1,87,2017,0.0
False,1,87,2017,0.0
False,10,87,2017,0.0
False,10,87,2017,0.0
False,10,87,2017,0.0
False,10,87,2017,0.0
False,10,87,2017,0.0
False,1,80,2017,14.99
False,1,80,2017,14.99
False,1,80,2017,14.99
False,1,80,2017,14.99
False,1,80,2017,14.99
False,1,80,2017,14.99
False,2,80,2017,14.99
False,2,80,2017,14.99
False,2,80,2017,14.99
False,2,80,2017,14.99
False,2,80,2017,14.99
False,2,80,2017,14.99
False,5,80,2017,14.99
False,5,80,2017,14.99
False,5,80,2017,14.99
False,5,80,2017,14.99
False,5,80,2017,14.99
False,5,80,2017,14.99
False,1,68,2017,29.99
False,1,68,2017,29.99
False,1,68,2017,29.99
False,1,68,2017,29.99
False,1,68,2017,29.99
False,2,68,2017,29.99
False,2,68,2017,29.99
False,2,68,2017,29.99
False,2,68,2017,29.99
False,2,68,2017,29.99
False,5,68,2017,29.99
False,5,68,2017,29.99
False,5,68,2017,29.99
False,5,68,2017,29.99
False,5,68,2017,29.99
False,6,68,2017,29.99
False,6,68,2017,29.99
False,6,68,2017,29.99
False,6,68,2017,29.99
False,6,68,2017,29.99
False,1,88,1998,9.99
False,1,88,1998,9.99
False,1,88,1998,9.99
False,1,88,1998,9.99
False,2,88,1998,9.99
False,2,88,1998,9.99
False,2,88,1998,9.99
False,2,88,1998,9.99
False,10,88,1998,9.99
False,10,88,1998,9.99
False,10,88,1998,9.99
False,10,88,1998,9.99
False,1,76,2017,39.99
False,1,76,2017,39.99
False,1,76,2017,39.99
False,1,76,2017,39.99
False,1,76,2017,39.99
False,1,76,2017,39.99
False,1,76,2017,39.99
False,1,76,2017,39.99
False,2,76,2017,39.99
False,2,76,2017,39.99
False,2,76,2017,39.99
False,2,76,2017,39.99
False,2,76,2017,39.99
False,2,76,2017,39.99
False,2,76,2017,39.99
False,2,76,2017,39.99
False,2,65,2017,9.99
False,2,65,2017,9.99
False,2,65,2017,9.99
False,5,65,2017,9.99
False,5,65,2017,9.99
False,5,65,2017,9.99
False,1,76,2017,14.99
False,1,76,2017,14.99
False,1,76,2017,14.99
False,1,76,2017,14.99
False,1,76,2017,14.99
False,1,76,2017,14.99
False,1,76,2017,14.99
False,1,76,2017,14.99
False,1,76,2017,14.99
False,1,76,2017,14.99
False,1,76,2017,14.99
False,2,70,2017,15.99
False,2,70,2017,15.99
False,2,70,2017,15.99
False,2,70,2017,15.99
False,5,70,2017,15.99
False,5,70,2017,15.99
False,5,70,2017,15.99
False,5,70,2017,15.99
False,7,52,2017,29.99
False,7,52,2017,29.99
False,7,52,2017,29.99
False,7,52,2017,29.99
False,7,52,2017,29.99
False,7,52,2017,29.99
False,7,52,2017,29.99
False,2,61,2017,19.99
False,2,61,2017,19.99
False,5,61,2017,19.99
False,5,61,2017,19.99
False,6,61,2017,19.99
False,6,61,2017,19.99
False,8,61,2017,19.99
False,8,61,2017,19.99
False,10,61,2017,19.99
False,10,61,2017,19.99
False,2,66,2017,19.99
False,2,66,2017,19.99
False,2,66,2017,19.99
False,2,66,2017,19.99
False,3,66,2017,19.99
False,3,66,2017,19.99
False,3,66,2017,19.99
False,3,66,2017,19.99
False,5,66,2017,19.99
False,5,66,2017,19.99
False,5,66,2017,19.99
False,5,66,2017,19.99
False,1,66,2017,19.99
False,1,66,2017,19.99
False,1,66,2017,19.99
False,1,66,2017,19.99
False,2,66,2017,19.99
False,2,66,2017,19.99
False,2,66,2017,19.99
False,2,66,2017,19.99
False,5,66,2017,19.99
False,5,66,2017,19.99
False,5,66,2017,19.99
False,5,66,2017,19.99
False,6,63,2017,0.0
False,6,63,2017,0.0
False,6,63,2017,0.0
False,6,63,2017,0.0
False,6,63,2017,0.0
False,6,63,2017,0.0
False,8,63,2017,0.0
False,8,63,2017,0.0
False,8,63,2017,0.0
False,8,63,2017,0.0
False,8,63,2017,0.0
False,8,63,2017,0.0
False,5,80,2017,29.99
False,5,80,2017,29.99
False,5,80,2017,29.99
False,5,80,2017,29.99
False,6,80,2017,29.99
False,6,80,2017,29.99
False,6,80,2017,29.99
False,6,80,2017,29.99
False,10,80,2017,29.99
False,10,80,2017,29.99
False,10,80,2017,29.99
False,10,80,2017,29.99
False,1,63,2017,19.99
False,1,63,2017,19.99
False,1,63,2017,19.99
False,1,63,2017,19.99
False,1,63,2017,19.99
False,5,63,2017,19.99
False,5,63,2017,19.99
False,5,63,2017,19.99
False,5,63,2017,19.99
False,5,63,2017,19.99
False,6,63,2017,19.99
False,6,63,2017,19.99
False,6,63,2017,19.99
False,6,63,2017,19.99
False,6,63,2017,19.99
False,10,63,2017,19.99
False,10,63,2017,19.99
False,10,63,2017,19.99
False,10,63,2017,19.99
False,10,63,2017,19.99
False,1,62,2017,14.99
False,1,62,2017,14.99
False,1,62,2017,14.99
False,1,62,2017,14.99
False,1,62,2017,14.99
False,1,62,2017,14.99
False,2,62,2017,14.99
False,2,62,2017,14.99
False,2,62,2017,14.99
False,2,62,2017,14.99
False,2,62,2017,14.99
False,2,62,2017,14.99
False,9,48,2017,11.99
False,9,48,2017,11.99
False,9,48,2017,11.99
False,9,48,2017,11.99
False,9,48,2017,11.99
False,9,48,2017,11.99
False,9,48,2017,11.99
False,2,71,2017,19.99
False,2,71,2017,19.99
False,2,71,2017,19.99
False,2,71,2017,19.99
False,2,71,2017,19.99
False,2,71,2017,19.99
False,3,71,2017,19.99
False,3,71,2017,19.99
False,3,71,2017,19.99
False,3,71,2017,19.99
False,3,71,2017,19.99
False,3,71,2017,19.99
False,5,71,2017,19.99
False,5,71,2017,19.99
False,5,71,2017,19.99
False,5,71,2017,19.99
False,5,71,2017,19.99
False,5,71,2017,19.99
False,5,86,2017,19.99
False,5,86,2017,19.99
False,5,86,2017,19.99
False,5,86,2017,19.99
False,8,86,2017,19.99
False,8,86,2017,19.99
False,8,86,2017,19.99
False,8,86,2017,19.99
False,9,86,2017,19.99
False,9,86,2017,19.99
False,9,86,2017,19.99
False,9,86,2017,19.99
False,10,86,2017,19.99
False,10,86,2017,19.99
False,10,86,2017,19.99
False,10,86,2017,19.99
False,2,65,2017,9.99
False,2,65,2017,9.99
False,2,65,2017,9.99
False,2,65,2017,9.99
False,2,65,2017,9.99
False,5,65,2017,9.99
False,5,65,2017,9.99
False,5,65,2017,9.99
False,5,65,2017,9.99
False,5,65,2017,9.99
False,2,73,2017,19.99
False,2,73,2017,19.99
False,2,73,2017,19.99
False,5,73,2017,19.99
False,5,73,2017,19.99
False,5,73,2017,19.99
False,1,84,2017,59.99
False,1,84,2017,59.99
False,1,84,2017,59.99
False,1,84,2017,59.99
False,1,84,2017,59.99
False,6,84,2017,59.99
False,6,84,2017,59.99
False,6,84,2017,59.99
False,6,84,2017,59.99
False,6,84,2017,59.99
False,5,61,2017,14.99
False,5,61,2017,14.99
False,5,61,2017,14.99
False,5,61,2017,14.99
False,6,61,2017,14.99
False,6,61,2017,14.99
False,6,61,2017,14.99
False,6,61,2017,14.99
False,2,76,2016,14.99
False,2,76,2016,14.99
False,2,76,2016,14.99
False,2,76,2016,14.99
False,5,76,2016,14.99
False,5,76,2016,14.99
False,5,76,2016,14.99
False,5,76,2016,14.99
False,2,75,2017,19.99
False,2,75,2017,19.99
False,2,75,2017,19.99
False,2,75,2017,19.99
False,2,75,2017,19.99
False,5,75,2017,19.99
False,5,75,2017,19.99
False,5,75,2017,19.99
False,5,75,2017,19.99
False,5,75,2017,19.99
False,1,58,2012,4.99
False,1,58,2012,4.99
False,1,58,2012,4.99
False,1,58,2012,4.99
False,1,58,2012,4.99
False,1,58,2012,4.99
False,1,58,2012,4.99
False,7,58,2012,4.99
False,7,58,2012,4.99
False,7,58,2012,4.99
False,7,58,2012,4.99
False,7,58,2012,4.99
False,7,58,2012,4.99
False,7,58,2012,4.99
False,2,68,2017,24.99
False,2,68,2017,24.99
False,2,68,2017,24.99
False,2,68,2017,24.99
False,2,68,2017,24.99
False,5,68,2017,24.99
False,5,68,2017,24.99
False,5,68,2017,24.99
False,5,68,2017,24.99
False,5,68,2017,24.99
False,1,78,2017,14.99
False,1,78,2017,14.99
False,1,78,2017,14.99
False,1,78,2017,14.99
False,1,78,2017,14.99
False,2,78,2017,14.99
False,2,78,2017,14.99
False,2,78,2017,14.99
False,2,78,2017,14.99
False,2,78,2017,14.99
False,5,80,2017,0.0
False,5,80,2017,0.0
False,5,80,2017,0.0
False,5,80,2017,0.0
False,5,80,2017,0.0
False,5,80,2017,0.0
False,5,80,2017,0.0
False,10,80,2017,0.0
False,10,80,2017,0.0
False,10,80,2017,0.0
False,10,80,2017,0.0
False,10,80,2017,0.0
False,10,80,2017,0.0
False,10,80,2017,0.0
False,2,81,2017,9.99
False,2,81,2017,9.99
False,2,81,2017,9.99
False,5,81,2017,9.99
False,5,81,2017,9.99
False,5,81,2017,9.99
False,2,81,2016,44.99
False,2,81,2016,44.99
False,2,81,2016,44.99
False,2,81,2016,44.99
False,5,81,2016,44.99
False,5,81,2016,44.99
False,5,81,2016,44.99
False,5,81,2016,44.99
False,6,81,2016,44.99
False,6,81,2016,44.99
False,6,81,2016,44.99
False,6,81,2016,44.99
False,10,81,2016,44.99
False,10,81,2016,44.99
False,10,81,2016,44.99
False,10,81,2016,44.99
False,5,78,2017,14.99
False,5,78,2017,14.99
False,5,78,2017,14.99
False,5,78,2017,14.99
False,5,78,2017,14.99
False,6,78,2017,14.99
False,6,78,2017,14.99
False,6,78,2017,14.99
False,6,78,2017,14.99
False,6,78,2017,14.99
False,2,77,2017,9.99
False,2,77,2017,9.99
False,2,77,2017,9.99
False,2,77,2017,9.99
False,2,77,2017,9.99
False,5,77,2017,9.99
False,5,77,2017,9.99
False,5,77,2017,9.99
False,5,77,2017,9.99
False,5,77,2017,9.99
False,1,72,2017,9.99
False,1,72,2017,9.99
False,1,72,2017,9.99
False,1,72,2017,9.99
False,1,72,2017,9.99
False,1,72,2017,9.99
False,5,72,2017,9.99
False,5,72,2017,9.99
False,5,72,2017,9.99
False,5,72,2017,9.99
False,5,72,2017,9.99
False,5,72,2017,9.99
False,3,76,2017,8.99
False,3,76,2017,8.99
False,3,76,2017,8.99
False,5,76,2017,8.99
False,5,76,2017,8.99
False,5,76,2017,8.99
False,2,44,2017,1.99
False,2,44,2017,1.99
False,2,44,2017,1.99
False,2,44,2017,1.99
